"","01-HLB_221116_neg_iaMSMS_02.mzML","01-HLB_221116_neg_iaMSMS_03.mzML","01-HLB_221116_neg_iaMSMS_04.mzML","02-HLB_221116_neg_iaMSMS_01.mzML","02-HLB_221116_neg_iaMSMS_02.mzML","02-HLB_221116_neg_iaMSMS_03.mzML","02-HLB_221116_neg_iaMSMS_04.mzML","03-HLB_221116_neg_iaMSMS_01.mzML","03-HLB_221116_neg_iaMSMS_02.mzML","03-HLB_221116_neg_iaMSMS_03.mzML","03-HLB_221116_neg_iaMSMS_04.mzML","04-HLB_221116_neg_iaMSMS_01.mzML","04-HLB_221116_neg_iaMSMS_02.mzML","04-HLB_221116_neg_iaMSMS_03.mzML","04-HLB_221116_neg_iaMSMS_04.mzML","05-HLB_221116_neg_iaMSMS_01.mzML","05-HLB_221116_neg_iaMSMS_02.mzML","05-HLB_221116_neg_iaMSMS_03.mzML","05-HLB_221116_neg_iaMSMS_04.mzML","06-HLB_221116_neg_iaMSMS_01.mzML","06-HLB_221116_neg_iaMSMS_02.mzML","06-HLB_221116_neg_iaMSMS_03.mzML","06-HLB_221116_neg_iaMSMS_04.mzML","07-HLB_221116_neg_iaMSMS_01.mzML","07-HLB_221116_neg_iaMSMS_02.mzML","07-HLB_221116_neg_iaMSMS_03.mzML","07-HLB_221116_neg_iaMSMS_04.mzML","08-HLB_221116_neg_iaMSMS_01.mzML","08-HLB_221116_neg_iaMSMS_02.mzML","08-HLB_221116_neg_iaMSMS_03.mzML","08-HLB_221116_neg_iaMSMS_04.mzML","09-HLB_221116_neg_iaMSMS_01.mzML","09-HLB_221116_neg_iaMSMS_02.mzML","09-HLB_221116_neg_iaMSMS_03.mzML","09-HLB_221116_neg_iaMSMS_04.mzML","10-HLB_221116_neg_iaMSMS_01.mzML","10-HLB_221116_neg_iaMSMS_02.mzML","10-HLB_221116_neg_iaMSMS_03.mzML","10-HLB_221116_neg_iaMSMS_04.mzML","11-HLB_221116_neg_iaMSMS_01.mzML","11-HLB_221116_neg_iaMSMS_02.mzML","11-HLB_221116_neg_iaMSMS_03.mzML","11-HLB_221116_neg_iaMSMS_04.mzML","12-HLB_221116_neg_iaMSMS_01.mzML","12-HLB_221116_neg_iaMSMS_02.mzML","12-HLB_221116_neg_iaMSMS_03.mzML","12-HLB_221116_neg_iaMSMS_04.mzML","13-HLB_221116_neg_iaMSMS_01.mzML","13-HLB_221116_neg_iaMSMS_02.mzML","13-HLB_221116_neg_iaMSMS_03.mzML","13-HLB_221116_neg_iaMSMS_04.mzML","14-HLB_221116_neg_iaMSMS_r01.mzML","14-HLB_221116_neg_iaMSMS_r02.mzML","14-HLB_221116_neg_iaMSMS_r03.mzML","14-HLB_221116_neg_iaMSMS_r04.mzML","16-HLB_221116_neg_iaMSMS_01.mzML","16-HLB_221116_neg_iaMSMS_02.mzML","16-HLB_221116_neg_iaMSMS_03.mzML","16-HLB_221116_neg_iaMSMS_04.mzML","17-HLB_221116_neg_iaMSMS_02.mzML","17-HLB_221116_neg_iaMSMS_03.mzML","17-HLB_221116_neg_iaMSMS_04.mzML","18-HLB_221116_neg_iaMSMS_04.mzML","19-HLB_221116_neg_iaMSMS_01.mzML","19-HLB_221116_neg_iaMSMS_02.mzML","19-HLB_221116_neg_iaMSMS_03.mzML","19-HLB_221116_neg_iaMSMS_04.mzML","20-HLB_221116_neg_iaMSMS_01.mzML","20-HLB_221116_neg_iaMSMS_02.mzML","20-HLB_221116_neg_iaMSMS_03.mzML","20-HLB_221116_neg_iaMSMS_04.mzML"
"16248_507.268_10.15",248.09746,190.29126,129.796,38.62871,30.633904,28.292103,28.370483,402.99228,296.29364,283.07162,397.8726,256.41937,78.324715,97.742386,129.0195,208.53658,148.51784,225.04378,238.53584,48.998734,50.51715,95.72906,117.06216,691.0294,1209.9038,275.22473,1135.2135,166.23221,299.47754,501.26184,246.99136,97.79091,155.66635,233.94232,148.53424,951.0722,696.2642,481.12415,551.8136,0,0,0,0,2037.8944,2040.8875,1451.3557,1400.1626,227.8657,222.09354,287.89035,188.13806,488.30457,543.4402,1046.9939,935.23145,0,0,0,0,0,0,0,0,410.20044,290.6126,431.627,309.85925,0,0,0,0
"36796_507.937_17.953",8.882927,36.45701,0,27.40921,62.053764,122.23434,74.977165,33.271935,36.27981,123.89572,123.150986,80.95058,127.00233,185.81866,0,808.84045,658.9551,660.1365,695.20593,493.75742,453.32504,486.78406,483.24207,374.96124,391.0499,431.82303,347.2578,0,0,46.495125,115.86228,326.59735,346.63632,378.36975,391.56393,505.60416,477.22363,522.933,563.3745,48.482525,52.82259,64.27505,249.35318,52.475533,193.58958,206.08284,206.40997,0,0,0,0,33.442116,62.793617,187.96976,202.48587,0,0,17.042906,0,9.161966,0,34.477505,25.883602,21.382118,11.805483,0,0,0,0,18.868896,0
"14982_508.178_9.957",447.39627,532.0567,515.7239,179.41542,164.1311,164.45592,169.69539,896.1971,952.2364,847.621,985.1056,1009.8487,901.45026,869.8236,1008.6814,387.8468,373.06714,457.81732,461.19623,891.62085,932.52924,1035.7275,874.25433,504.18323,614.9675,540.6526,667.4465,986.70264,1032.5739,1164.3931,1053.3516,1056.3354,967.1701,1060.4445,1100.9392,1076.0989,1096.017,1016.8814,1041.7909,0,0,0,0,941.4128,987.0711,1012.43555,1097.8683,449.32077,427.07687,477.50317,524.3351,711.62115,933.5867,936.96686,1122.7089,0,0,0,0,0,18.495974,0,0,1457.1743,1498.0276,1533.6548,1250.2723,0,0,16.692106,0
"15559_508.215_10.051",252.714,208.07916,272.33804,116.279366,133.54124,126.971054,126.99382,639.00214,567.4688,460.6427,591.24176,510.5725,447.10233,491.05817,604.9414,930.8058,780.9504,778.1875,936.4272,744.5863,683.34174,612.68896,716.6459,1079.9435,1188.1278,1142.4497,990.6605,835.7222,800.75085,868.15735,804.04913,509.523,450.58337,501.69223,452.4414,966.1099,1201.7412,1083.5646,1119.044,0,0,0,0,1216.951,1252.9929,1518.7175,1708.5854,394.44913,391.42078,482.3493,470.3427,1052.2947,945.496,1001.92194,1186.0814,0,0,0,0,222.8596,227.32877,0,0,955.9821,1015.7451,1006.3413,956.3322,10.530589,97.53915,0,0
"33127_508.221_16.178",43.337036,107.15974,223.58882,115.91487,133.20724,171.48364,137.48135,17.201778,88.79157,98.30404,0,22.340487,127.43821,101.92946,122.00786,0,0,40.86045,127.2677,86.52783,108.087814,183.5537,121.28415,21.239613,0,26.6594,0,326.33463,231.39322,312.6572,301.21213,157.1643,85.03245,88.09511,109.10068,38.0971,52.919,0,0,573.48676,488.85193,400.07272,491.20816,100.89267,57.15568,42.707066,109.858475,50.720467,55.503933,35.24125,142.76083,128.63275,126.60687,104.53703,68.54894,474.03094,518.8622,461.6594,404.3645,535.31555,439.06775,469.90527,493.31866,237.45625,38.250267,191.4369,68.093025,674.291,684.8108,713.8969,735.9981
"10077_508.235_8.891",71.2324,121.30443,132.91211,64.40947,15.494356,54.333466,39.932198,277.28287,390.01367,426.432,307.29697,337.81815,240.96848,324.60126,245.43845,312.44254,318.03842,321.5011,383.58813,325.82693,350.79608,339.31747,356.7396,987.1801,928.99445,1053.5372,1077.8759,610.524,565.4635,526.9571,603.0677,297.5226,318.4844,333.6603,351.52975,1155.8109,1141.3363,1154.3701,1025.3564,8.928869,0,0,0,1848.124,1821.8646,1974.7833,1955.765,220.38174,169.9328,215.9158,226.6979,732.7159,728.7854,779.93756,913.82623,9.656556,9.919367,0,0,9.75069,0,0,0,423.6991,526.8442,437.077,567.13135,9.184207,34.34082,0,0
"20652_508.237_11.875",34.429226,66.37579,87.04033,9.376208,10.0984335,27.954803,0,189.91566,154.16068,172.99947,120.01134,57.81431,110.3074,120.16318,138.62665,603.25165,689.3966,694.2543,685.0388,122.25543,222.15317,205.36116,299.78006,3562.083,396.809,1962.7393,1705.2808,226.7847,291.8404,272.75436,512.1134,151.99484,150.10918,104.669044,305.16272,486.26547,184.10986,492.91885,996.40875,0,0,0,0,1225.5507,1337.2318,540.6036,1444.154,42.504272,10.623018,36.578842,30.18745,543.3019,606.87213,345.54706,303.06958,5.6042542,0,0,0,0,0,0,0,185.03201,256.25357,258.09595,154.43893,0,0,0,0
"23148_508.287_12.691",39.0579,0,23.559948,20.243216,75.09335,70.65521,70.900536,18.530132,36.44944,36.318615,0,29.349365,52.373024,35.508892,0,0,0,0,74.92964,136.94133,174.5086,190.47868,169.65727,0,0,0,0,29.415943,74.684265,43.07724,0,112.065506,78.00662,35.394157,79.46687,0,0,0,0,121.22316,178.5516,96.126755,166.33289,0,0,0,0,0,100.22965,119.93189,53.03456,31.737001,73.85998,102.2705,73.26457,241.64832,427.89563,210.65271,230.17212,184.73872,178.13782,537.33325,305.562,38.699196,63.089092,45.367104,52.94942,564.391,1094.0856,1115.4746,568.59656
"16344_509.243_10.158",114.525604,79.37181,116.71829,19.449106,0,0,0,358.95325,308.72113,318.89618,197.62555,317.8506,343.85324,379.77966,168.43115,780.00586,660.75006,591.7905,777.8787,438.38745,469.10132,650.24066,605.9814,3230.4553,3041.4927,3492.31,2001.5914,535.2506,388.60242,717.25397,715.87646,329.17157,357.07935,496.69046,652.39795,1009.069,1102.3687,1205.217,951.5297,0,0,0,0,2435.2112,3637.2935,2351.1533,2229.6682,60.402626,21.711222,39.028366,101.116554,444.7014,235.2731,429.89148,393.64523,0,14.065787,0,0,0,0,0,0,538.2338,477.19733,428.6079,598.54047,0,0,43.838047,0
"19111_509.245_11.074",270.56827,262.58875,256.97675,16.27452,14.774298,25.682945,19.32841,397.37442,389.4271,347.30133,431.97693,158.22452,408.2154,329.8269,301.53925,1519.485,1443.1978,1618.5995,2106.0383,341.92462,486.89395,705.1503,782.3451,5300.651,4815.0337,5539.425,5055.8994,1049.9957,616.43463,1102.4586,976.2283,143.04861,278.1239,393.56622,242.15048,1504.282,1213.5396,1799.429,1474.4901,0,0,0,0,3693.1545,4318.3604,3909.2173,4663.089,115.72526,114.30832,160.29247,37.762756,564.1932,435.97693,545.8822,936.60474,0,0,0,0,0,0,0,19.249367,744.551,726.30176,624.6912,676.7318,0,0,0,0
"22920_509.245_12.636",64.666534,139.04659,90.376236,11.749591,12.207024,39.41496,25.340141,71.11018,127.48353,330.63312,288.21716,230.89377,210.33163,52.31968,279.3249,4848.1304,5143.824,923.2483,1095.1982,438.74417,523.3248,544.1891,560.44147,2146.2544,2000.7382,2211.542,2173.4592,486.75238,525.0231,393.4921,457.19864,244.08614,187.48811,324.37225,307.6809,835.7602,848.8956,735.3261,863.96,0,0,0,0,2184.848,1696.7395,1982.2417,1812.4176,120.516174,17.05646,63.179855,42.81836,302.40115,147.8274,256.49228,174.01294,0,0,11.443708,0,0,14.38138,0,0,339.27856,305.24664,181.78812,317.70526,5.838526,5.933107,0,0
"12575_509.246_9.457",117.25592,121.737335,165.7984,1400.6033,1354.701,0,1378.1615,581.1085,555.9239,595.95667,631.5918,2623.9104,2741.153,2570.3936,2714.6433,1528.1123,1378.364,1510.9436,1612.5481,666.7224,686.2768,687.6752,676.8885,3977.461,3788.857,3884.2861,3941.47,906.27094,971.49744,863.76306,958.7935,3414.4534,3689.5103,3566.9136,3445.3965,4036.7717,3985.6555,4004.5552,3851.9458,0,0,0,0,9723.066,9681.118,9871.035,9575.696,2929.3997,2875.7444,3028.5447,3349.1782,2151.4397,2295.0366,2403.9502,2459.7334,0,0,0,0,0,0,0,0,1542.3821,1406.1055,1619.6522,1600.2406,0,0,15.620771,0
"21233_509.247_12.033",1676.838,1401.5061,1315.6871,122.18921,130.67154,186.82213,101.06413,2785.2078,3036.8928,2272.958,3492.1309,1697.8748,1603.9724,2474.2727,2479.9065,11335.045,11594.731,11634.201,11876.566,2619.6982,3792.7888,3792.653,4160.2437,19249.861,25870.328,25911.646,25367.004,4777.758,5563.196,5132.3926,4383.34,2178.6958,1802.574,1974.9388,2044.8683,11331.247,9767.389,10949.014,8898.674,0,0,0,22.507872,28803.924,28801.143,29331.938,29225.598,708.8499,743.0544,659.86835,689.7326,4026.806,5456.27,5814.1963,5870.1084,0,0,0,0,9.953931,16.079374,0,0,3934.9019,2637.646,2978.7034,3898.3975,0,10.572853,0,0
"19925_509.248_11.465",390.703,377.19965,436.4654,23.54243,35.66284,198.19525,63.163788,583.0769,733.678,638.8473,561.94653,449.17328,448.6629,1902.1498,374.1979,1768.647,1855.3462,1775.5773,1565.5573,576.21497,643.07434,529.6919,671.64264,6325.9287,6090.531,6191.5137,5828.632,962.4854,812.424,936.33093,1040.6995,365.19092,402.632,2289.3315,2538.1145,1925.2101,2027.4813,1772.413,1965.5238,0,0,16.987133,0,5315.3154,5222.983,4825.232,5188.759,210.5375,1289.1326,155.82347,1233.1172,902.86664,907.8492,823.9636,988.0628,0,0,0,0,0,0,0,0,892.0903,794.6246,760.4283,757.2218,12.114378,0,0,38.444756
"12835_509.248_9.537",5981.388,6004.701,5649.0186,1468.5936,1553.174,1628.73,1479.4309,11558.569,11212.318,11346.882,11766.509,2695.2485,2811.8132,2738.3748,351.30215,20143.121,20195.691,20311.273,20610.861,7978.66,7880.0464,8457.678,7826.282,37299.46,36548.22,36229.74,41941.11,7288.352,7458.79,7477.5635,7635.519,3611.7327,3778.6458,3715.7412,339.162,31033.451,31167.145,31478.809,31691.291,0,0,0,0,60171.383,60161.598,59850.355,71461.36,3010.3108,2893.594,3363.0234,3308.1487,9494.875,9955.641,9406.493,9901.042,9.961171,0,15.2776985,0,9.35258,14.498737,0,0,3297.4868,3423.1855,3034.9204,2889.9941,0,9.894423,15.620771,0
"21946_509.249_12.341",281.88412,307.6277,262.50418,24.777077,15.410387,35.272392,0,637.8728,604.8434,423.87442,427.4818,495.82675,253.7203,230.52386,262.36328,1956.1891,1971.3033,2012.4869,2177.7634,733.9058,417.55563,737.1633,425.10648,9608.258,9889.463,9960.384,9903.503,605.3597,970.78595,570.484,634.55347,311.91916,178.45486,255.58429,274.51453,1175.7921,819.2844,1047.1284,1124.8492,0,0,0,0,2818.4868,2996.1162,2761.7993,2815.4333,156.389,135.29565,160.2871,216.83044,559.60474,633.6609,613.71063,460.3822,0,12.709829,0,0,0,0,0,0,591.2382,651.88495,596.1321,467.10706,0,9.852474,11.130405,0
"20339_509.25_11.668",3055.3083,3047.1436,5058.925,382.2213,480.06467,315.54462,218.5686,4598.7666,4646.878,4994.526,5039.983,2989.9204,2046.8387,3056.8433,3128.9902,16380.974,16911.34,17247.72,17844.162,4609.967,4497.2925,7861.487,5504.2983,43655.477,44953.98,72930.16,45375.906,11847.481,7212.631,7272.0674,11206.947,3127.7583,5613.046,3114.2063,3469.7861,16598.836,16613.51,16479.162,17728.467,0,0,0,0,44977.16,70790.45,47015.816,73025.3,2792.4556,1236.4203,1927.7906,1779.0228,7894.3594,8345.8955,8431.976,8698.456,7.97896,0,0,0,0,16.100838,0,0,6554.553,6181.462,6505.116,5974.7563,0,0,0,17.346422
"20068_509.25_11.572",2298.312,2547.7756,2095.6501,235.23898,199.29529,238.31116,208.91727,2927.2917,3001.1536,2993.3628,3722.0198,2183.7803,1884.9608,1849.1975,2220.405,12849.8,10728.355,13079.117,13432.208,3523.8496,2882.695,2915.115,4180.3438,26921.328,27854.328,27230.37,28251.617,4526.4404,4290.088,5349.5645,4330.1543,1866.8701,1954.4236,1890.5388,1942.0315,11988.007,9984.729,12286.895,9786.404,0,0,0,0,26180.701,27387.889,32207.78,28780.793,1070.3628,1055.6396,1369.026,1033.7625,4840.808,5052.0103,6291.736,5191.383,0,0,19.613583,0,0,0,0,0,3865.7952,4539.0854,4839.388,4765.2515,12.114378,0,0,0
"39198_509.285_18.643",1731.8671,1825.6993,1877.5934,1613.1362,1628.2137,1200.2131,1660.4061,1213.9938,993.9584,1293.9784,1034.7378,830.1767,617.35406,768.3117,877.69006,8039.808,8080.5034,8100.9014,8133.2607,4408.108,4330.155,4698.4395,4128.778,7420.404,7114.041,6619.623,5102.664,6851.513,7022.7104,6585.4395,6319.112,2864.7976,2728.598,2832.0938,2673.075,1884.9292,2286.3325,2292.1707,1309.8435,3688.8115,4005.5747,3831.3616,3834.0037,5413.854,5183.3174,5497.036,5245.802,694.26196,793.42633,524.6138,676.84174,2068.4143,2204.9233,2346.9568,2267.7395,4926.241,5328.531,5150.603,4698.863,5864.085,6496.1406,6153.4688,4454.1475,2479.2607,2585.8535,2582.7886,2227.6506,3376.5845,3341.751,3367.387,3497.728
"40520_509.287_19.192",13481.226,13977.113,14021.197,13412.797,13871.665,13751.014,13746.634,9482.302,9420.492,9664.561,9774.009,9003.993,8927.467,8729.059,9100.721,35985.707,36409.33,37576.62,37814.977,31429.262,31476.168,33096.89,34227.508,33042.65,33259.535,33649.64,34243.297,58228.12,58973.965,56265.47,56872.723,23043.477,23036.068,23327.799,23887.57,17297.326,17665.174,17503.025,17418.525,31233.256,31726.291,32266.115,31457.951,30781.855,31406.887,32425.508,31296.244,7424.4526,7429.844,7321.8384,7535.8564,18693.672,18524.178,18891.754,19148.365,40059.473,40526.957,39948.047,41088.746,47836.4,48127.285,48446.34,32987.375,21900.123,21992.252,22119.41,21763.322,26111.96,26188.002,27081.936,27868.895
"27280_510.027_14.229",395.0189,302.6797,299.72424,153.38113,175.80069,162.12169,222.3892,139.22787,179.94861,157.63109,138.14899,200.03221,216.51157,146.02304,267.45676,320.94595,295.61786,378.90036,311.76624,366.46384,380.3227,396.84625,299.70975,355.07062,387.00662,295.9428,267.27582,11.20713,15.356908,24.417717,56.04527,235.69266,197.87054,272.51132,203.9962,235.8692,149.47232,243.74557,327.1957,309.84283,287.70856,410.2162,329.00443,243.03526,274.73376,304.62384,269.64603,400.22592,486.03482,362.4608,493.69165,148.58473,140.08208,200.79395,237.21002,342.38922,279.3916,316.05374,398.99088,405.48248,416.70502,479.25314,547.2493,258.14258,276.03995,288.20883,260.0977,688.5604,683.151,661.9792,788.99243
"12686_510.247_9.522",1582.3873,1891.2924,1611.2947,406.82013,495.86063,417.7653,471.9311,3297.1775,3264.391,3249.6436,3279.0156,495.36966,693.3477,429.384,681.19794,5734.7373,5538.8926,5749.7856,5882.886,2510.2102,2386.9387,2257.4265,2282.0608,10142.207,1123.753,10300.566,10519.683,2001.4086,2203.3035,2252.764,2347.072,926.3604,1137.729,1158.8721,876.17755,1136.9862,1128.1079,8615.434,8487.343,0,0,0,0,2508.8303,2411.2322,16219.425,2525.4338,819.49506,642.769,1016.7667,800.5304,2775.2412,2418.5544,540.0402,2740.728,7.7962294,0,0,0,0,0,0,0,323.5653,211.31721,442.138,654.61224,0,0,0,0
"20296_510.252_11.662",875.67865,580.3783,919.44666,20.375908,27.66729,26.658154,75.93337,925.5973,860.31976,845.3802,781.5247,600.50714,618.7772,588.37067,531.6515,3117.4785,7747.356,2974.2803,3030.4324,2087.5303,913.69635,904.6359,1517.1094,7523.405,7431.916,8132.464,7637.4536,1085.6241,3016.5742,2006.5496,3026.6072,606.22925,667.8693,632.88,609.2792,3202.642,3212.8005,7001.223,3105.868,0,0,0,0,12178.494,20932.389,8790.682,8357.936,313.75192,346.41144,223.04141,314.28262,1587.8331,1623.066,2369.8618,3589.0432,11.009556,0,0,0,0,0,0,0,1300.0629,1244.8616,1294.3936,1219.5339,11.63838,0,0,0
"19974_510.253_11.565",498.39038,468.91626,566.3873,23.528786,48.869728,24.67667,63.20492,745.69,688.7487,723.47986,713.6652,450.2642,428.6415,438.96854,423.0006,2478.2534,2499.3643,2581.3105,2546.5781,681.2286,708.1615,583.31226,887.22894,6445.298,6212.2803,6800.4775,5249.565,1043.4744,1062.6396,1526.4961,908.01965,414.3029,431.38974,481.4838,459.99094,2378.955,2358.433,501.74762,2177.5203,0,0,0,0,6277.7676,6325.1836,6539.8003,5744.5625,226.58467,292.80905,282.09784,245.6333,198.56609,1165.7836,1112.4961,0,0,0,17.616678,0,0,0,19.495155,0,954.94446,979.27246,926.437,0,0,14.027208,0,0
"10440_510.948_9.056",795.1289,769.4433,712.0682,888.8456,766.5488,875.394,866.55914,405.90625,413.5494,362.1585,576.54224,408.18216,353.96133,493.04083,381.66382,98.31445,103.129776,218.82448,119.377144,411.034,220.3767,304.73697,99.29103,74.32819,70.385574,0,138.4343,127.837524,126.91966,171.48703,253.37872,418.03986,136.95016,424.72296,231.85542,136.83578,117.83046,135.95773,130.41246,185.45871,330.73798,298.59915,378.66168,61.843174,68.75802,91.038025,0,188.68738,168.49312,303.53595,301.54968,225.49837,254.63663,302.84094,261.41156,256.26517,1001.27716,641.1555,926.1591,307.0226,289.7828,543.69275,1722.1094,259.89175,170.19878,226.31549,324.59845,628.4828,956.41364,594.52966,376.31323
"12112_511.118_9.338",18.350586,0,24.873962,30.504574,15.199944,0,0,0,10.864684,0,0,13.124645,34.896584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.919487,19.656113,0,0,0,0,0,0,0,0,0,48.08847,52.473885,69.66169,36.98678,0,0,0,0,19.132893,0,0,24.970173,0,0,0,0,412.66296,422.2808,471.85193,490.16312,202.5994,268.05338,290.6084,330.6153,29.47591,18.590467,27.290966,39.41255,330.5936,237.78647,338.9324,274.93115
"27292_511.171_14.221",37.292946,0,66.856514,69.39102,46.80905,124.436646,38.451252,0,10.247401,0,0,28.880981,188.91003,96.59523,0,96.23729,50.836716,0,108.35226,373.11554,688.49664,469.25073,2594.8064,183.62259,136.52542,86.45475,0,300.7273,200.77925,160.303,252.15137,51.3022,127.22584,42.481182,308.01624,31.349247,22.676704,45.478363,55.369324,9.141594,11.521486,0,0,35.412193,33.861782,51.08043,0,19.075867,14.325047,25.652924,40.028294,77.968735,129.16676,68.72388,54.123833,0,0,0,0,0,0,16.625458,0,24.768152,74.778305,38.456596,63.740837,0,0,13.995905,0
"9521_511.21_8.72",25.241486,0,74.19205,6.9385395,5.8801794,27.866539,0,250.96106,198.51883,294.86594,342.2534,193.71704,220.77292,155.4006,395.56158,300.51505,312.36243,345.39844,514.5006,549.61884,552.8416,485.67596,777.88696,1317.196,1464.6263,1252.3901,1369.6747,1147.268,848.46423,1107.3367,1009.467,344.97275,271.17984,400.8146,399.1388,1231.3882,1369.6033,1435.004,1090.8019,0,0,0,0,1537.6638,1839.144,1924.9072,1588.181,99.71622,99.61518,81.42513,150.30548,648.4812,1025.0938,934.8325,798.88525,8.050866,11.195761,0,0,0,0,0,0,925.6992,863.32947,915.7974,798.00574,0,6.553135,0,0
"2295_511.235_5.574",0,0,0,0,7.80318,0,0,129.5665,45.1068,76.73186,62.767574,58.848267,175.87167,172.78284,179.54587,177.93726,175.47499,212.05939,192.32301,160.00275,219.48164,276.10556,215.79227,867.28064,901.66626,913.3365,1005.2733,326.39444,349.64536,343.1399,395.9756,99.61,132.66731,148.7741,158.18608,674.1866,626.1141,661.078,619.4592,0,0,0,0,2500.8489,2455.4058,2712.9805,2559.1008,58.452095,85.29406,67.60619,41.309223,463.60492,528.2125,480.92136,521.17255,0,0,17.072369,0,0,0,0,0,456.107,474.49045,433.22424,495.09396,0,0,0,0
"20012_511.249_11.564",790.6329,880.8799,777.1113,89.07617,90.750175,90.43253,94.12385,1116.7301,1138.0706,1458.7175,1385.1193,647.70557,691.6387,800.9966,872.21045,4204.928,1794.8623,4338.6777,5475.7583,1100.8561,1073.8683,1106.1814,1774.6393,10091.153,10506.985,10580.761,10368.649,1761.0935,1801.7424,2200.249,1668.7933,796.04517,662.66486,723.5199,715.3436,3898.719,3783.9045,2185.1062,1129.7473,0,0,0,0,10730.154,10794.291,2793.6472,10240.944,477.61246,421.95624,455.03967,442.74045,1953.2954,2023.0188,2621.3071,2109.8286,0,0,0,0,0,0,0,0,1258.9816,1347.141,1330.4507,1397.6165,7.605261,0,0,0
"29034_511.256_14.781",1482.8127,1629.8108,1547.5381,730.69446,809.4787,838.89374,827.99316,1532.6638,1834.9585,1650.441,1594.9615,1224.4116,1108.2919,1186.9,1296.0847,3464.3728,3494.2947,3609.5022,2991.47,2922.1836,2995.2488,3334.9495,3192.646,3362.9556,3469.7163,3251.4705,3109.2812,1690.7782,1645.7048,1855.9092,1899.1748,1629.4539,1710.7571,1810.1234,1656.1542,2648.0525,2627.2148,2671.3447,2651.4714,0,0,0,27.032888,3114.0024,3205.317,3200.5461,3044.3804,1418.5972,1342.025,1526.6031,1424.9902,1380.1733,1413.8704,1600.7441,1545.8252,0,0,0,0,0,0,13.623947,0,1979.6444,1929.2019,2012.7238,1977.8291,0,0,0,70.674126
"18446_511.299_10.896",1631.8864,1545.734,1824.2091,1589.1859,1692.8022,1678.1027,1584.9065,2999.0754,2849.4373,3029.224,3325.639,4964.1743,5259.238,4784.5176,5281.5835,4453.867,4422.081,4403.9653,4488.33,7467.4,6980.2134,7728.2534,7948.5225,10013.152,9476.65,9988.35,9224.751,5522.58,5429.6,5443.8276,6068.67,5381.126,5792.898,6039.185,5463.842,5971.868,5838.805,6096.439,6442.8896,11020.862,10019.093,10932.896,10808.854,7885.0586,7604.4873,8299.741,8635.008,4831.364,4840.697,5090.0244,5319.6,5357.7373,5406.125,5749.9395,6475.877,14926.685,15075.179,14096.834,14375.183,14969.13,13696.715,14137.787,13930.107,6061.9937,6070.661,6130.1626,6192.8867,17223.39,16909.557,18083.545,16572.094
"40562_511.299_19.192",0,0,0,0,110.89125,101.148285,101.50977,0,0,0,0,132.06999,0,60.19647,59.489822,1174.4197,808.8743,741.0746,1087.8295,391.42947,95.45658,661.71814,276.36462,924.30414,1143.8965,1159.0524,1012.322,2773.7263,2922.8367,1911.322,2843.2,431.03375,329.07397,461.03558,380.89316,0,0,0,0,486.43332,367.3984,356.30542,490.4308,1036.1316,1144.2595,1097.3416,1276.9398,80.39767,47.476074,60.05191,77.52855,0,0,0,0,749.8527,747.45166,460.24918,316.30667,1081.7056,1185.8293,2267.547,456.1684,839.1662,646.5599,685.48096,0,1340.9766,1096.7574,1152.5334,791.14923
"16923_512.208_10.381",264.30124,234.54266,311.8174,132.42653,99.72128,133.08435,117.60901,718.8725,725.8564,623.0997,742.14325,567.6299,610.36755,595.34875,618.7018,1385.2991,1314.6746,1386.3846,1436.1216,1180.9458,1240.7565,1232.0846,1219.8857,1958.3083,1737.4552,1824.141,1903.5427,1164.3685,1104.5469,1173.8959,1104.1523,706.5472,721.9746,729.49835,792.8454,1560.9939,1550.0674,1493.7306,1580.5579,0,0,0,20.617693,2151.4038,2132.7996,2121.3333,2082.4705,410.1049,466.5687,522.92017,521.57874,845.6653,871.3765,859.8138,1036.9542,0,8.695905,0,0,10.999596,0,0,0,1223.99,1260.3704,1199.9882,1393.7112,0,0,33.650303,0
"13097_512.214_9.55",4341.415,4656.521,4349.5854,2818.2288,2874.6155,2823.1436,2473.1514,7125.3047,7145.4883,7244.5,7050.5215,5449.2603,5359.018,5380.4443,5462.4736,8760.899,8927.196,7990.525,7546.4736,6905.4507,6865.7095,7154.2446,6849.0054,3571.1133,3679.6016,3727.08,3569.3547,6879.354,7110.748,7064.36,7173.375,4584.6865,5085.8525,5078.3716,5053.763,6559.865,5128.8525,5173.1953,3868.0215,0,0,0,0,2344.2698,1398.0764,2800.4866,4769.0938,4609.505,4632.318,4635.7925,4711.6045,6091.7246,6268.215,6616.563,6859.1523,0,0,0,0,0,0,0,0,8706.528,8629.339,9024.464,8532.956,0,0,0,0
